Name,age,team,pos,PA,AB,H,2B,3B,HR,BB,SO,P/PA,BA,OBP,SLG,OPS,Year
Kyle Skipworth,26,Marlins,RF,601,560,121,28,18,2,41,100,3.317803660565724,0.21607142857142858,0.26955074875207985,0.3410714285714286,0.6106221773235084,2014
Lance Zawadzki,22,Yankees,C,705,660,179,41,19,13,45,113,2.9645390070921986,0.27121212121212124,0.3177304964539007,0.45,0.7677304964539007,2014
Lane Adams,31,Giants,2B,691,645,176,38,27,12,46,138,3.240231548480463,0.27286821705426356,0.32127351664254705,0.47131782945736433,0.7925913460999114,2014
Lariel Gonzalez,31,Nationals,3B,658,611,137,23,22,8,47,100,3.06838905775076,0.22422258592471359,0.2796352583586626,0.37315875613747956,0.6527940144961422,2014
Lee Gronkiewicz,28,Diamondbacks,2B,744,669,153,34,17,8,75,135,3.3736559139784945,0.22869955156950672,0.3064516129032258,0.3662182361733931,0.672669849076619,2014
Luke Allen,29,Rangers,RF,608,575,159,30,19,16,33,72,2.856907894736842,0.27652173913043476,0.3157894736842105,0.4782608695652174,0.7940503432494279,2014
Mac Williamson,21,White Sox,3B,711,674,114,29,22,3,37,101,2.980309423347398,0.16913946587537093,0.21237693389592124,0.29080118694362017,0.5031781208395414,2014
Marcus Jones,26,Blue Jays,LF,628,574,160,38,19,12,54,74,2.9347133757961785,0.2787456445993031,0.34076433121019106,0.4738675958188153,0.8146319270290063,2014
Mario Ramos,29,Athletics,1B,721,626,186,46,25,15,95,137,3.5381414701803053,0.2971246006389776,0.3897364771151179,0.5223642172523961,0.9121006943675141,2014
Mark Saccomanno,24,Pirates,2B,668,593,130,31,26,2,75,182,3.660179640718563,0.21922428330522767,0.3068862275449102,0.36930860033726814,0.6761948278821783,2014
Mark Strittmatter,26,Nationals,LF,609,573,102,13,28,1,36,235,3.665024630541872,0.17801047120418848,0.22660098522167488,0.3036649214659686,0.5302659066876434,2014
Matt Antonelli,26,Rays,LF,652,580,158,32,20,11,72,110,3.4524539877300615,0.27241379310344827,0.35276073619631904,0.453448275862069,0.806209012058388,2014
Matt Mangini,28,Orioles,LF,630,519,123,29,21,5,111,122,3.6714285714285713,0.23699421965317918,0.37142857142857144,0.4026974951830443,0.7741260666116158,2014
Matt Skrmetta,29,Athletics,RF,607,562,93,22,21,0,45,202,3.662273476112026,0.16548042704626334,0.2273476112026359,0.2793594306049822,0.506707041807618,2014
Matt Tracy,20,Indians,RF,627,573,161,29,14,10,54,115,3.2360446570972887,0.28097731239092494,0.34290271132376393,0.4328097731239092,0.7757124844476732,2014
Matt Tupman,30,Pirates,3B,646,602,148,39,22,5,44,148,3.386996904024768,0.24584717607973422,0.29721362229102166,0.40863787375415284,0.7058514960451745,2014
Matt West,33,Marlins,2B,694,664,156,38,18,9,30,161,3.2363112391930837,0.23493975903614459,0.2680115273775216,0.3870481927710843,0.6550597201486059,2014
Mauro Zarate,23,Rays,CF,633,585,89,19,17,1,48,141,3.3886255924170614,0.15213675213675212,0.21642969984202212,0.24786324786324787,0.46429294770526996,2014
Melky Mesa,31,Marlins,LF,642,606,98,14,28,1,36,172,3.3068535825545173,0.1617161716171617,0.2087227414330218,0.28217821782178215,0.4909009592548039,2014
Melvin Mercedes,23,Giants,3B,672,635,147,36,22,10,37,135,3.1860119047619047,0.231496062992126,0.27380952380952384,0.4047244094488189,0.6785339332583427,2014
Michael Hollimon,28,Mariners,1B,694,661,118,19,33,5,33,214,3.3184438040345823,0.17851739788199697,0.21757925072046108,0.329803328290469,0.5473825790109301,2014
Michael Reed,27,Royals,LF,656,561,140,24,24,4,95,189,3.971036585365854,0.24955436720142601,0.35823170731707316,0.39928698752228164,0.7575186948393549,2014
Mike Cervenak,23,Pirates,C,713,685,108,24,16,0,28,247,3.3660589060308554,0.15766423357664233,0.19074333800841514,0.23941605839416058,0.4301593964025757,2014
Mike Grzanich,32,Phillies,C,748,695,186,51,31,11,53,176,3.4224598930481283,0.26762589928057556,0.3195187165775401,0.4776978417266187,0.7972165583041588,2014
Mike Jerzembeck,24,Tigers,2B,682,617,130,29,18,2,65,161,3.560117302052786,0.2106969205834684,0.2859237536656892,0.32576985413290116,0.6116936077985904,2014
Mike Metcalfe,25,Brewers,RF,609,578,163,37,15,16,31,68,2.742200328407225,0.2820069204152249,0.3185550082101806,0.4809688581314879,0.7995238663416685,2014
Mike Neill,24,Reds,RF,627,588,192,35,29,15,39,97,3.003189792663477,0.32653061224489793,0.3684210526315789,0.5612244897959183,0.9296455424274972,2014
Mike Romano,28,Mets,2B,733,691,220,60,28,14,42,158,3.2783083219645293,0.3183791606367583,0.35743519781718963,0.5470332850940666,0.9044684829112561,2014
Mike Schultz,27,Braves,RF,618,522,121,32,18,2,96,137,3.77831715210356,0.23180076628352492,0.3511326860841424,0.3735632183908046,0.724695904474947,2014
Mike Tonis,33,Twins,RF,636,609,120,21,20,16,27,92,2.9952830188679247,0.19704433497536947,0.23113207547169812,0.3760262725779967,0.6071583480496948,2014
Mike Welch,28,Padres,LF,670,614,181,53,10,13,56,127,3.3,0.2947882736156352,0.3537313432835821,0.4771986970684039,0.8309300403519859,2014
Nate Rolison,34,Blue Jays,3B,658,603,99,23,14,4,55,173,3.629179331306991,0.16417910447761194,0.23404255319148937,0.26865671641791045,0.5026992696093998,2014
Nate Teut,33,Padres,2B,728,603,134,38,33,1,125,223,3.9285714285714284,0.2222222222222222,0.3557692307692308,0.3996683250414594,0.7554375558106902,2014
Nefi Ogando,20,Cubs,LF,650,578,189,51,26,12,72,68,3.16,0.32698961937716264,0.4015384615384615,0.5674740484429066,0.9690125099813681,2014
Nevin Ashley,26,Dodgers,3B,691,612,186,51,20,13,79,148,3.49493487698987,0.30392156862745096,0.3835021707670043,0.5163398692810458,0.8998420400480501,2014
Onelki Garcia,26,Marlins,SS,658,605,165,40,19,11,53,99,3.2279635258358663,0.2727272727272727,0.331306990881459,0.456198347107438,0.787505337988897,2014
Orlando Calixte,31,Twins,1B,746,649,151,23,25,3,97,196,3.785522788203753,0.23266563944530047,0.3324396782841823,0.35901386748844377,0.6914535457726261,2014
Paul O'Neill,20,Astros,1B,724,690,150,32,22,5,34,124,2.9185082872928176,0.21739130434782608,0.2541436464088398,0.3492753623188406,0.6034190087276804,2014
Pedro Liriano,31,Padres,P,693,644,173,40,22,12,49,196,3.6334776334776335,0.2686335403726708,0.3203463203463203,0.4549689440993789,0.7753152644456992,2014
Pedro Severino,23,Diamondbacks,P,724,627,190,48,17,11,97,163,3.7306629834254146,0.30303030303030304,0.39640883977900554,0.4864433811802233,0.8828522209592289,2014
Peter Zoccolillo,33,Athletics,P,667,630,164,46,20,13,37,155,3.3253373313343326,0.26031746031746034,0.30134932533733133,0.4587301587301587,0.76007948406749,2014
Phil Irwin,29,Cubs,2B,699,637,161,32,24,11,62,132,3.3218884120171674,0.25274725274725274,0.3190271816881259,0.4301412872841444,0.7491684689722703,2014
Philip Barzilla,33,Yankees,CF,599,544,151,42,10,10,55,70,3.030050083472454,0.2775735294117647,0.34390651085141904,0.44669117647058826,0.7905976873220073,2014
R.J. Swindle,31,Brewers,C,734,679,183,39,22,15,55,120,3.1580381471389645,0.2695139911634757,0.3242506811989101,0.4580265095729013,0.7822771907718113,2014
Rafael Carmona,21,Nationals,2B,679,630,114,24,29,0,49,184,3.4197349042709866,0.18095238095238095,0.24005891016200295,0.3111111111111111,0.5511700212731141,2014
Ramon Flores,34,Indians,CF,647,618,197,41,21,20,29,82,2.8624420401854715,0.3187702265372168,0.34930448222565685,0.5501618122977346,0.8994662945233916,2014
Raudel Lazo,32,Dodgers,SS,666,561,197,35,25,19,105,73,3.2927927927927927,0.3511586452762923,0.45345345345345345,0.6042780748663101,1.0577315283197635,2014
Red Patterson,25,Royals,P,690,612,176,38,18,14,78,130,3.542028985507246,0.2875816993464052,0.3681159420289855,0.477124183006536,0.8452401250355215,2014
Rick Heiserman,33,Brewers,CF,625,579,143,30,21,10,46,140,3.3536,0.2469775474956822,0.3024,0.4231433506044905,0.7255433506044905,2014
Rickey Cradle,23,Red Sox,C,741,709,124,31,25,0,32,292,3.4210526315789473,0.17489421720733428,0.21052631578947367,0.28913963328631875,0.4996659490757924,2014
Rico Washington,31,Yankees,SS,632,607,86,14,20,1,25,166,3.185126582278481,0.1416803953871499,0.17563291139240506,0.2355848434925865,0.41121775488499157,2014
Rob Sasser,25,Braves,P,691,584,189,41,22,14,107,140,3.7337192474674383,0.3236301369863014,0.4283646888567294,0.541095890410959,0.9694605792676884,2014
Rod Henderson,24,Dodgers,C,737,665,124,27,18,1,72,221,3.6417910447761193,0.18646616541353384,0.26594301221166894,0.2857142857142857,0.5516572979259546,2014
Rodrigo Rosario,30,Athletics,2B,696,659,160,29,23,13,37,113,3.110632183908046,0.24279210925644917,0.28304597701149425,0.4157814871016692,0.6988274641131634,2014
Roger Deago,32,Indians,3B,705,663,165,35,25,6,42,169,3.226950354609929,0.248868778280543,0.2936170212765957,0.4042232277526395,0.6978402490292352,2014
Ron Wright,34,Diamondbacks,CF,666,625,145,40,10,7,41,124,3.0405405405405403,0.232,0.27927927927927926,0.3616,0.6408792792792792,2014
Rudy Owens,25,Orioles,2B,680,643,164,38,21,10,37,92,3.0044117647058823,0.25505443234836706,0.29558823529411765,0.4261275272161742,0.7217157625102919,2014
Ryan Bradley,24,Tigers,1B,703,624,189,45,25,8,79,144,3.5291607396870557,0.30288461538461536,0.3812233285917496,0.4935897435897436,0.8748130721814933,2014
Ryan Brett,22,Braves,C,753,713,145,27,23,6,40,184,3.3320053120849935,0.20336605890603085,0.2456839309428951,0.33099579242636745,0.5766797233692625,2014
Ryan Buchter,33,Diamondbacks,C,776,693,181,49,26,10,83,117,3.2822164948453607,0.2611832611832612,0.3402061855670103,0.45021645021645024,0.7904226357834605,2014
Ryan Lollis,21,Cubs,C,737,698,105,31,9,0,39,375,3.7829036635006785,0.1504297994269341,0.19538670284938942,0.22063037249283668,0.4160170753422261,2014
Ryan Nye,31,Twins,P,697,626,160,31,22,9,71,228,3.9612625538020088,0.25559105431309903,0.3314203730272597,0.4185303514376997,0.7499507244649594,2014
Ryan Verdugo,30,Twins,LF,661,629,154,45,22,7,32,164,3.2239031770045385,0.24483306836248012,0.2813918305597579,0.41971383147853736,0.7011056620382953,2014
Sam Marsonek,22,Rockies,LF,624,581,87,21,20,0,43,289,3.8076923076923075,0.14974182444061962,0.20833333333333334,0.2547332185886403,0.46306655192197366,2014
Sam Narron,21,Diamondbacks,LF,684,560,107,21,27,0,124,203,4.048245614035087,0.19107142857142856,0.33771929824561403,0.325,0.662719298245614,2014
Santiago Ramirez,32,White Sox,C,763,729,170,41,28,10,34,101,2.8256880733944953,0.23319615912208505,0.2673656618610747,0.4074074074074074,0.6747730692684821,2014
Scott Alexander,21,Twins,C,752,704,198,50,21,21,48,184,3.429521276595745,0.28125,0.3271276595744681,0.5014204545454546,0.8285481141199227,2014
Scott Brosius,28,Astros,CF,635,597,135,28,27,6,38,118,3.099212598425197,0.22613065326633167,0.27244094488188975,0.3936348408710218,0.6660757857529116,2014
Scott McGough,31,Dodgers,LF,648,564,177,26,19,14,84,89,3.3209876543209877,0.31382978723404253,0.4027777777777778,0.50177304964539,0.9045508274231678,2014
Scott Patterson,23,Royals,C,742,713,123,31,18,5,29,172,3.118598382749326,0.17251051893408134,0.20485175202156333,0.28751753155680226,0.4923692835783656,2014
Severino Gonzalez,23,Cardinals,SS,686,657,177,36,23,23,29,106,3.0043731778425657,0.2694063926940639,0.30029154518950435,0.4992389649923896,0.7995305101818939,2014
Shane Komine,29,Reds,1B,730,687,108,21,26,0,43,229,3.56986301369863,0.1572052401746725,0.20684931506849316,0.26346433770014555,0.4703136527686387,2014
Shannon Withem,20,Braves,3B,699,622,125,29,18,6,77,140,3.432045779685265,0.20096463022508038,0.28898426323319026,0.33440514469453375,0.623389407927724,2014
Shawn Boskie,27,Padres,RF,632,582,163,29,25,11,50,122,3.356012658227848,0.2800687285223368,0.3370253164556962,0.4725085910652921,0.8095339075209883,2014
Steve Falteisek,20,Padres,SS,697,661,141,37,24,4,36,199,3.381635581061693,0.21331316187594554,0.2539454806312769,0.3600605143721634,0.6140059950034403,2014
Steve Gajkowski,21,Royals,3B,689,650,196,51,22,17,39,113,3.014513788098694,0.30153846153846153,0.34107402031930334,0.5261538461538462,0.8672278664731495,2014
Steve Garrison,23,Rockies,1B,691,640,147,45,27,6,51,177,3.345875542691751,0.2296875,0.2865412445730825,0.4125,0.6990412445730825,2014
Steve Green,29,Reds,SS,678,579,139,28,20,4,99,85,3.433628318584071,0.24006908462867013,0.35103244837758113,0.37823834196891193,0.729270790346493,2014
Steve Susdorf,22,Giants,LF,635,577,120,26,19,4,58,172,3.64251968503937,0.20797227036395147,0.2803149606299213,0.3396880415944541,0.6200030022243754,2014
Terry Pearson,34,Mariners,CF,596,550,126,19,22,11,46,97,3.1812080536912752,0.2290909090909091,0.28859060402684567,0.4036363636363636,0.6922269676632093,2014
Thad Weber,20,Giants,RF,602,567,133,24,25,7,35,145,3.3156146179401995,0.2345679012345679,0.27906976744186046,0.4021164021164021,0.6811861695582626,2014
Tino Martinez,20,Astros,3B,684,642,144,41,21,13,42,138,3.2558479532163744,0.22429906542056074,0.2719298245614035,0.4143302180685358,0.6862600426299393,2014
Tony Torcato,25,Rangers,CF,622,565,137,38,19,6,57,157,3.454983922829582,0.2424778761061947,0.31189710610932475,0.4088495575221239,0.7207466636314486,2014
Travis Chick,28,Orioles,CF,607,512,181,43,20,12,95,107,3.598023064250412,0.353515625,0.4546952224052718,0.5859375,1.0406327224052718,2014
Travis Hughes,22,Pirates,CF,591,537,131,30,16,14,54,77,3.089678510998308,0.24394785847299813,0.3130287648054145,0.4376163873370577,0.7506451521424722,2014
Trevor Brown,28,White Sox,2B,732,679,178,38,27,7,53,201,3.4931693989071038,0.2621502209131075,0.3155737704918033,0.42857142857142855,0.7441451990632318,2014
Trey Lunsford,21,Brewers,LF,642,606,144,31,15,15,36,152,3.264797507788162,0.2376237623762376,0.2803738317757009,0.41254125412541254,0.6929150859011135,2014
Trystan Magnuson,29,Reds,P,688,562,192,49,27,12,126,104,3.6584302325581395,0.3416370106761566,0.4622093023255814,0.5889679715302492,1.0511772738558305,2014
Tyler Olson,31,Mets,CF,644,593,168,39,29,8,51,120,3.1972049689440993,0.28330522765598654,0.34006211180124224,0.4873524451939292,0.8274145569951714,2014
Tyler Wagner,30,Royals,CF,631,555,152,38,17,14,76,66,3.2472266244057053,0.27387387387387385,0.3613312202852615,0.47927927927927927,0.8406104995645407,2014
Tyrell Godwin,34,Braves,LF,666,638,118,24,28,4,28,237,3.430930930930931,0.18495297805642633,0.21921921921921922,0.329153605015674,0.5483728242348932,2014
Victor Garate,20,Phillies,RF,619,582,120,37,14,5,37,147,3.3182552504038774,0.20618556701030927,0.25363489499192243,0.3436426116838488,0.5972775066757712,2014
Vince Belnome,22,Giants,SS,646,610,138,26,17,10,36,92,2.956656346749226,0.2262295081967213,0.2693498452012384,0.3737704918032787,0.6431203370045171,2014
Wilfredo Rodriguez,29,Athletics,SS,669,592,158,32,16,16,77,90,3.2541106128550075,0.2668918918918919,0.351270553064275,0.4560810810810811,0.8073516341453562,2014
Wilking Rodriguez,25,Twins,2B,728,656,163,37,30,10,72,249,3.776098901098901,0.24847560975609756,0.3228021978021978,0.4420731707317073,0.7648753685339051,2014
Yhonathan Barrios,34,Red Sox,2B,701,664,165,35,15,17,37,131,3.1141226818830243,0.24849397590361447,0.28815977175463625,0.42319277108433734,0.7113525428389735,2014
Yohanny Valera,34,Tigers,LF,630,598,107,21,21,1,32,266,3.533333333333333,0.17892976588628762,0.22063492063492063,0.28929765886287623,0.5099325794977969,2014
Zach Clark,26,Orioles,SS,645,606,144,32,24,10,39,136,3.2248062015503876,0.2376237623762376,0.2837209302325581,0.41914191419141916,0.7028628444239773,2014
Zach Lee,27,Indians,P,684,621,174,43,28,10,63,200,3.7076023391812867,0.28019323671497587,0.34649122807017546,0.48792270531400966,0.8344139333841851,2014
Abel De Los Santos,26,Cubs,1B,706,660,148,36,20,4,46,147,3.215297450424929,0.22424242424242424,0.2747875354107649,0.3575757575757576,0.6323632929865225,2015
Adalberto Mendez,29,Phillies,LF,658,630,124,26,21,2,28,99,2.9103343465045595,0.19682539682539682,0.23100303951367782,0.3142857142857143,0.5452887537993921,2015
Adam Greenberg,29,Pirates,RF,584,534,149,32,21,11,50,132,3.392123287671233,0.27902621722846443,0.3407534246575342,0.4794007490636704,0.8201541737212046,2015
Adam Peterson,22,Braves,1B,752,680,176,32,24,14,72,176,3.481382978723404,0.25882352941176473,0.32978723404255317,0.43823529411764706,0.7680225281602002,2015
Adam Shabala,35,Mariners,SS,624,597,108,26,12,1,27,142,3.2083333333333335,0.18090452261306533,0.21634615384615385,0.2696817420435511,0.48602789588970496,2015
Adrian Houser,34,Royals,SS,683,634,152,32,22,12,49,116,3.1464128843338215,0.23974763406940064,0.29428989751098095,0.416403785488959,0.71069368299994,2015
Akeel Morris,22,Diamondbacks,1B,734,668,198,42,23,14,66,122,3.371934604904632,0.2964071856287425,0.35967302452316074,0.49101796407185627,0.850690988595017,2015
Alex Hernandez,24,Blue Jays,C,692,659,115,29,33,0,33,203,3.3598265895953756,0.17450682852807284,0.2138728323699422,0.3186646433990895,0.5325374757690318,2015
Alex Pelaez,31,Red Sox,RF,601,560,101,22,19,0,41,274,3.896838602329451,0.18035714285714285,0.23627287853577372,0.2875,0.5237728785357737,2015
Allan Dykstra,25,Dodgers,RF,617,568,113,26,21,4,49,168,3.452188006482982,0.198943661971831,0.2625607779578606,0.3397887323943662,0.6023495103522267,2015
Alvin Colina,24,Rangers,2B,696,654,140,24,19,2,42,317,3.7873563218390807,0.21406727828746178,0.2614942528735632,0.3180428134556575,0.5795370663292208,2015
Anderson Garcia,35,Rangers,C,725,660,162,35,31,3,65,180,3.413793103448276,0.24545454545454545,0.31310344827586206,0.40606060606060607,0.7191640543364681,2015
Andrew Albers,30,Tigers,C,758,714,124,31,29,0,44,260,3.5817941952506596,0.17366946778711484,0.22163588390501318,0.29831932773109243,0.5199552116361056,2015
Andrew Brackman,29,Rockies,C,700,655,104,28,28,0,45,297,3.8657142857142857,0.15877862595419848,0.21285714285714286,0.2870229007633588,0.49988004362050165,2015
Andrew Werner,33,Brewers,P,646,618,120,22,22,6,28,239,3.6842105263157894,0.1941747572815534,0.22910216718266255,0.3300970873786408,0.5591992545613034,2015
Andy Barkett,22,Mariners,RF,572,542,117,25,13,8,30,67,2.914335664335664,0.2158671586715867,0.256993006993007,0.35424354243542433,0.6112365494284313,2015
Andy Van Hekken,21,Mariners,LF,595,572,143,32,23,7,23,99,2.9899159663865547,0.25,0.27899159663865547,0.4230769230769231,0.7020685197155785,2015
Angel Castro,29,Mets,LF,661,599,147,24,28,6,62,121,3.24357034795764,0.24540901502504173,0.3161875945537065,0.4090150250417362,0.7252026195954426,2015
Angel Salome,35,Angels,2B,690,658,143,30,24,9,32,155,3.0739130434782607,0.21732522796352582,0.2536231884057971,0.3768996960486322,0.6305228844544293,2015
Anthony Ferrari,28,Tigers,SS,679,619,185,52,32,16,60,111,3.3284241531664214,0.2988691437802908,0.36082474226804123,0.5638126009693053,0.9246373432373465,2015
